property_id,sale_date,area_sqft,bedrooms,bathrooms,location_score,property_age,distance_city_km,near_school,near_metro,crime_rate_index,house_price_inr
200864,01-03-2018,1823,3,2,5.3,18,23,1,1,1.02,21849552
200865,01-09-2014,686,1,1,6.4,12,15.6,1,1,0.5,7725402
200866,01-07-2021,1048,2,3,5.7,38,14.4,0,1,3.82,10544008
200867,01-09-2018,1294,2,1,6.4,5,11.4,0,1,4.52,14262322
200868,01-04-2011,920,3,3,7.1,32,7.1,0,1,6.7,11524315
200869,01-09-2014,1276,2,3,8.3,9,11,0,1,4.69,20216541
200870,01-01-2012,1483,3,3,7.5,32,25.2,1,1,1.99,18807907
200871,01-09-2021,1467,3,3,6.7,17,15.3,1,0,3.45,16682561
200872,01-04-2023,1604,2,2,7.6,14,11.2,0,0,5.71,22171447
200873,01-06-2018,2122,5,4,3.4,24,23.8,1,1,4.95,22673774
200874,01-01-2015,1053,3,2,5.6,41,22.7,0,1,0.5,12547801
200875,01-02-2021,2455,4,4,5.6,29,15.8,1,0,6.62,31387568
200876,01-05-2010,884,2,2,6.3,26,12.6,1,0,2.62,10801564
200877,01-09-2020,911,2,2,7.2,8,4.6,0,1,8.49,12778033
200878,01-07-2019,892,3,2,5.5,21,8.5,0,0,4.12,11255992
200879,01-10-2018,2059,3,2,7.3,19,12.8,0,1,7.76,26642098
200880,01-04-2011,1442,3,2,6.6,13,12.8,1,0,0.5,14325330
200881,01-02-2011,1410,2,2,3.8,26,12.3,0,1,4.46,12933419
200882,01-05-2021,1583,3,4,7.3,29,7.7,0,0,5.57,25907215
200883,01-04-2021,2391,6,4,3.5,27,23.7,0,1,6.48,19803272
200884,01-06-2014,2455,5,4,7,4,9,1,1,2.05,42477305
200885,01-01-2011,2099,4,3,7.6,2,4.8,0,0,2.01,28788517
200886,01-01-2019,1483,2,2,8.3,7,13.8,1,1,6.44,24281322
200887,01-04-2023,1249,3,2,2.7,12,24.1,0,1,4.98,9099624
200888,01-11-2012,1731,3,3,5.4,51,17.6,0,1,4.06,19946160
200889,01-09-2019,2444,5,4,4.8,42,16.3,1,1,6.5,22154800
200890,01-12-2021,1000,2,1,5.4,15,13.7,0,1,4.29,10065855
200891,01-12-2016,1779,3,2,5.4,30,10.6,0,0,0.5,15710686
200892,01-11-2019,2238,5,4,7.3,31,12.4,0,0,4.3,34510345
200893,01-10-2019,1911,3,3,7.7,17,7.8,1,0,3.56,28753631
200894,01-06-2011,2308,4,4,5.8,7,20.3,1,0,0.67,24032711
200895,01-02-2012,1533,2,3,6.4,21,17.4,0,1,2.37,17755298
200896,01-01-2011,3251,7,5,7,28,12.5,0,0,2.8,46047496
200897,01-12-2015,1260,2,2,3.7,20,23.6,1,1,3.62,11052274
200898,01-12-2021,1664,3,2,7.6,51,13.4,1,0,3.23,20319221
200899,01-06-2016,2150,6,5,5.6,25,11.1,0,1,7.01,20187747
200900,01-04-2012,1819,4,3,6.2,15,10.7,1,0,2.96,14563335
200901,01-05-2016,1293,2,1,3.2,17,24.4,0,0,8.62,7592437
200902,01-01-2018,1877,4,4,7.3,18,13.6,1,1,8.02,21461013
200903,01-08-2011,2563,6,4,4.6,9,20.3,1,1,5.53,24632649
200904,01-08-2016,1673,4,3,7.3,17,12.5,1,0,3.67,20178662
200905,01-04-2010,1433,2,1,1,30,29.4,1,0,5.23,5186159
200906,01-05-2010,2181,4,4,4.3,17,21.7,1,0,2.41,19992600
200907,01-02-2015,2972,6,4,7.5,11,13.5,1,1,3.24,38888737
200908,01-07-2011,1485,2,2,9.1,17,1,0,1,7.2,21877801
200909,01-05-2017,1398,3,2,3.9,14,21.6,1,0,3.98,10963602
200910,01-01-2022,2177,6,5,7.2,37,14.6,1,0,4.43,28947875
200911,01-12-2014,3169,7,6,8.5,33,10.1,0,0,1.67,43357021
200912,01-01-2022,1142,2,2,6.7,60,17.4,1,0,7.89,11109047
200913,01-10-2012,2080,5,4,4.2,11,24.5,0,0,6.25,19624656
200914,01-10-2016,1225,3,3,7.7,45,12.9,0,1,5.07,14906234
200915,01-09-2014,1222,4,4,7.9,10,12.7,1,0,5.51,17940200
200916,01-03-2011,2777,4,4,8,37,11.9,1,0,1.45,42964620
200917,01-01-2017,1155,2,2,6,26,17.3,1,0,2.06,13233472
200918,01-03-2013,845,1,2,6.9,9,1,1,0,2.95,11245614
200919,01-06-2010,2543,6,5,7,8,9.1,0,1,2.58,34377748
200920,01-03-2018,2094,4,3,5,10,24.2,1,1,4.62,24104769
200921,01-08-2011,1603,3,3,5.9,29,14.4,1,0,5.97,15304831
200922,01-08-2016,1913,3,3,2.2,15,26.2,0,1,2.72,11728295
200923,01-03-2020,1943,3,3,4.8,37,21.2,0,1,4.86,19661121
200924,01-04-2010,3127,6,5,6.7,11,15.7,0,1,5.78,31267371
200925,01-05-2019,1433,2,2,8.8,10,7.8,1,0,8.04,19179649
200926,01-02-2010,1018,2,1,6.4,49,11.7,0,0,4.97,10831527
200927,01-01-2017,1746,4,3,7.3,4,10.9,0,0,1.45,28617090
200928,01-04-2013,1112,3,2,6.8,27,14.4,1,0,5.17,13361532
200929,01-02-2021,1422,2,2,5.5,6,9.9,1,0,6.13,19022568
200930,01-03-2020,1239,2,2,5.5,28,13.9,0,1,1.78,14276800
200931,01-04-2013,1269,3,1,8,31,11.9,0,1,5.81,16495344
200932,01-04-2012,1820,5,4,7.5,31,13.3,0,0,4.73,23001140
200933,01-07-2022,1537,3,3,6.5,39,15.6,1,0,0.5,19652854
200934,01-06-2012,2268,4,3,4.9,34,15.9,1,0,10.02,19241878
200935,01-10-2019,677,2,2,7.4,9,9.4,1,0,3.31,9072797
200936,01-10-2010,1854,2,2,6.1,14,6.4,0,0,3.76,19508383
200937,01-12-2019,1280,3,3,9.5,29,5.6,0,0,2.2,19621961
200938,01-07-2022,1881,3,3,2.8,34,30.3,1,1,3.49,15205024
200939,01-10-2023,1164,3,2,7.5,15,15,0,0,2.58,17142774
200940,01-02-2015,1067,2,2,9,12,1,1,1,2.83,16300100
200941,01-12-2010,1966,4,3,6.6,31,13.5,1,0,2.61,24245340
200942,01-04-2021,1546,4,3,6.1,11,12,0,0,4.37,17298879
200943,01-04-2022,1787,3,3,5.7,34,17.7,1,0,4.23,20539660
200944,01-05-2012,2195,5,4,5.3,18,14.9,0,1,5.55,26892736
200945,01-05-2020,1566,2,2,4.7,29,17,1,0,5.92,14229466
200946,01-08-2020,1402,2,1,5.7,34,17.8,1,1,5.7,13104309
200947,01-08-2022,1794,4,3,5.9,27,20.9,0,1,5.76,14971189
200948,01-02-2013,2283,5,4,6.8,13,4.1,1,0,6.85,28530007
200949,01-05-2020,1577,3,2,7.8,33,9.8,0,0,3.06,18435610
200950,01-05-2015,1996,5,5,7.8,40,14.3,0,1,4.3,25895449
200951,01-12-2022,1057,3,2,4.1,21,28.7,0,0,6.12,9920113
200952,01-03-2021,1989,5,5,9.6,6,1,0,0,5.26,30134065
200953,01-05-2019,2191,4,3,9.4,37,10.3,0,0,5.72,32703812
200954,01-11-2010,2921,6,5,4.5,26,20,0,0,5.99,26815173
200955,01-12-2018,2598,5,4,8.1,18,11.1,1,0,5.04,37596959
200956,01-04-2010,1142,2,2,7.9,49,8.9,1,0,4.77,12912724
200957,01-12-2017,1346,3,2,9.1,15,5,1,1,4.47,23207253
200958,01-09-2010,2485,4,3,7.7,20,8.7,0,1,6.12,34679867
200959,01-07-2015,1991,4,3,7,29,18.3,0,1,5.53,21595895
200960,01-01-2020,2456,5,5,5.4,18,14,1,1,3.9,32488896
200961,01-05-2017,500,1,2,8.8,40,1,1,1,5.5,6142011
200962,01-03-2021,1630,4,4,8.2,25,11.5,1,0,1.32,24837812
200963,01-10-2013,1537,4,3,2.1,26,23.7,0,0,4.24,9318178
200964,01-03-2011,1797,4,3,6.7,13,6.9,1,1,0.5,27507264
200965,01-02-2010,1302,3,2,8.4,28,12.1,1,0,8.33,20353329
200966,01-04-2012,1300,3,2,8.5,16,4,0,1,2.9,17271635
200967,01-05-2016,1442,3,2,5.7,25,19.6,1,0,0.71,16463299
200968,01-12-2011,1243,1,1,10,22,1.1,1,1,3.21,18119555
200969,01-10-2018,1356,2,2,8.6,21,12.6,1,1,4.24,21723578
200970,01-11-2011,1251,3,3,7.2,30,6.5,0,0,7.76,15931371
200971,01-05-2012,1147,2,2,6.1,33,14.3,1,1,3.38,13551100
200972,01-03-2012,1440,3,3,8.8,18,5.7,1,0,0.58,22638077
200973,01-08-2019,2369,4,3,4.7,37,18.1,0,1,5.19,22450665
200974,01-04-2017,1328,3,2,6.7,16,9.2,1,0,7.98,17021552
200975,01-06-2010,1412,4,3,4.9,14,19.3,1,0,3.74,16138404
200976,01-01-2014,1834,4,4,8,36,5,1,0,3.83,24012299
200977,01-02-2023,1215,1,2,7.9,8,5.6,0,1,5.75,16530053
200978,01-06-2022,838,2,2,5,17,7.7,1,1,0.5,6810061
200979,01-04-2014,1675,3,2,4.7,14,17.6,0,0,2.77,18094224
200980,01-11-2010,2132,4,3,7.9,15,10.4,1,0,4.25,33568371
200981,01-05-2015,797,1,1,6.5,17,8.6,0,1,2.25,10828949
200982,01-06-2014,1760,4,4,4.9,21,27,1,0,0.5,20897520
200983,01-11-2017,1671,5,4,8.1,25,9.9,1,1,1.82,24122336
200984,01-04-2023,1347,3,2,3.1,18,20,0,0,6.83,11632707
200985,01-07-2011,2346,5,3,7.2,23,7.2,1,1,5.18,27164947
200986,01-07-2020,1559,3,3,9.6,25,5.3,1,0,5.47,29590530
200987,01-09-2010,1568,4,3,6.5,19,21.6,1,0,3.34,18998502
200988,01-01-2020,2801,6,4,8.5,16,1.9,0,0,7.39,46532296
200989,01-06-2023,1577,4,3,6.8,4,11.8,1,0,4.15,20914557
200990,01-05-2021,795,2,2,5.7,24,18,1,1,6.25,8053818
200991,01-07-2017,3170,6,5,4.9,21,17.4,1,0,4.24,33967491
200992,01-08-2021,2654,5,3,8.1,7,8.4,1,0,0.5,38406973
200993,01-07-2011,2298,4,3,7.9,32,8.3,1,0,1.69,33032111
200994,01-04-2015,1874,4,5,4.7,26,18.8,1,1,4.46,18955998
200995,01-05-2016,2371,5,5,6,44,5.4,0,1,6.74,23471191
200996,01-09-2018,1580,4,3,8.3,11,14.2,1,0,6.98,20228728
200997,01-04-2020,2289,5,4,7.6,40,15.8,1,0,4.79,35151103
200998,01-05-2014,2426,4,3,7,13,12.5,0,0,7.01,30250726
200999,01-08-2010,1891,3,3,6.6,18,15.1,1,1,3.68,25778037
201000,01-06-2016,1540,3,2,3.9,8,17.6,0,1,6.37,13197294
201001,01-10-2019,1529,2,1,5.3,31,19.4,0,0,1.06,14456356
201002,01-08-2013,1328,2,2,3.5,36,17.2,0,0,6.5,9191249
201003,01-06-2022,1503,4,4,7.6,14,19,1,0,4.44,20751833
201004,01-09-2012,1342,2,2,4.2,12,14.7,1,1,9.22,11785035
201005,01-10-2010,1782,3,1,6.6,28,6.9,1,1,6.97,25327260
201006,01-11-2011,1781,3,3,5.6,12,11.1,0,0,2.81,18487633
201007,01-11-2022,1483,3,3,6.2,43,10.8,1,0,9.33,16723443
201008,01-12-2020,1909,3,3,2.7,10,23.2,0,1,4.71,13481776
201009,01-01-2020,2989,7,5,7.2,10,10.4,1,0,6.42,42382404
201010,01-08-2010,1872,3,4,8.5,15,4.2,1,0,2.15,32667537
201011,01-06-2018,1657,3,2,7.6,16,11.3,0,0,3.39,22107900
201012,01-08-2012,2096,4,4,4.8,37,15.6,0,0,6.93,23595737
201013,01-07-2017,693,1,1,5.9,23,8.4,1,0,2.69,7677448
201014,01-04-2011,2409,6,4,4.1,37,12.7,0,0,2.91,24266001
201015,01-05-2023,1820,3,3,4.6,26,13.6,0,1,0.55,17530594
201016,01-07-2019,1485,4,3,7.4,25,10.7,1,1,3.99,20193410
201017,01-09-2016,2196,4,3,6.9,64,10.5,1,1,2.45,29481292
201018,01-06-2019,1648,3,2,6.9,11,8.5,1,1,8.37,21333819
201019,01-06-2014,1171,2,2,4.3,18,16.2,1,0,0.5,9542301
201020,01-06-2016,1595,3,2,2.5,34,27.8,0,0,3.3,11093095
201021,01-06-2018,1204,3,2,4.6,18,26.1,0,1,4.59,8930075
201022,01-05-2011,1760,3,3,5.7,17,11.2,1,1,3.06,20631796
201023,01-03-2017,1577,3,2,6.2,38,7.3,0,0,2.75,17059971
201024,01-02-2020,1693,3,3,7.6,21,1,1,1,5.1,26945263
201025,01-12-2019,970,2,2,5.5,14,26.4,1,0,9.1,9906848
201026,01-01-2021,1122,2,2,9,6,3.4,1,1,7.95,19809978
201027,01-06-2015,2661,5,5,8.3,55,8.2,0,1,1.29,36765806
201028,01-07-2023,3093,5,4,8.4,44,6.6,1,0,2.38,49815071
201029,01-04-2020,2347,4,2,9.1,64,11.1,0,1,6.24,35081177
201030,01-01-2018,2358,6,4,7.9,27,1,0,1,3.02,38704733
201031,01-09-2016,2658,4,2,5.6,31,17.7,0,1,4.54,27111455
201032,01-06-2011,2405,4,4,7.5,25,9.4,1,1,2.98,27825547
201033,01-08-2010,2348,4,4,8.5,32,11.1,0,0,3.93,30860072
201034,01-10-2017,905,2,3,8.1,6,6.7,1,0,1.52,14864851
201035,01-12-2010,1750,3,2,8.3,9,4.2,0,0,0.5,25585288
201036,01-10-2017,1565,3,2,7.1,12,9.7,0,0,3.94,18013343
201037,01-12-2010,2103,6,5,7.3,12,3.2,1,1,0.5,28433799
201038,01-01-2021,2010,3,3,3.5,8,16.6,1,1,5.66,17671738
201039,01-02-2021,1745,5,3,8.4,36,3.1,1,0,7.32,22005968
201040,01-09-2013,3326,7,5,7,26,21.8,1,1,3.73,36250542
201041,01-12-2020,2390,5,4,5.8,27,9.6,1,0,5.7,25865708
201042,01-01-2010,1412,3,3,4.1,13,27.8,1,0,5.13,11719324
201043,01-01-2014,1773,5,4,5.9,40,15.9,0,1,2.54,21620267
201044,01-04-2010,2398,4,5,10,6,3.6,1,0,1.57,34176533
201045,01-12-2021,1592,3,3,5.5,43,21.6,1,0,0.76,17794443
201046,01-08-2018,2553,4,4,8.7,26,3.2,0,1,4.87,34227871
201047,01-02-2016,2027,3,3,8.1,15,9.4,1,0,4.99,25013090
201048,01-01-2012,2030,2,2,6.3,18,11.1,1,0,1.82,23040988
201049,01-05-2016,1798,3,2,6.3,23,17.9,0,0,1.04,19639318
201050,01-08-2012,2237,4,3,3.2,50,19.2,1,1,0.94,16517965
201051,01-05-2010,1128,2,1,8.7,18,8.3,1,0,2.79,16874329
201052,01-11-2011,1357,3,2,7,12,13.9,0,0,8.19,15453384
201053,01-03-2023,1250,2,2,6.7,29,11.1,1,0,5.48,14020105
201054,01-08-2023,2655,6,5,5.8,39,6.2,1,0,3.9,27953990
201055,01-01-2016,1513,3,2,5.1,41,21.9,0,1,7.47,12732151
201056,01-11-2022,1533,2,3,4.2,30,24.2,0,1,5.51,14855705
201057,01-10-2014,1655,2,1,5,22,22.5,1,0,9.07,16889153
201058,01-01-2019,1447,3,2,6.5,13,6,1,1,4.04,18737273
201059,01-08-2014,560,1,1,10,27,3.6,1,0,3.34,8529547
201060,01-09-2011,1720,4,3,9.3,30,5.2,0,0,6.95,28806062
201061,01-08-2017,1156,2,1,6,26,13,0,0,2.88,13417949
201062,01-08-2016,1698,2,2,6.1,13,19.7,0,1,5.44,18872531
201063,01-09-2012,1244,3,1,6.4,5,16,1,0,3.54,15793850
201064,01-02-2017,2309,5,4,9.8,61,6.8,1,0,4.84,37382623
201065,01-07-2010,1717,3,3,6.3,4,12,1,0,3.1,20858788
201066,01-04-2011,2360,4,3,5.5,21,19.9,1,1,5.73,24212383
201067,01-08-2017,1569,4,4,8.7,23,1.5,1,0,2.93,25523243
201068,01-03-2023,932,2,2,2.3,43,24.8,1,0,3.3,5432802
201069,01-06-2017,2003,4,4,7.4,30,14.3,1,1,3.69,26092218
201070,01-09-2012,1246,2,1,9.7,35,2.6,1,1,0.78,19423896
201071,01-07-2013,1347,2,2,7.8,15,8,0,1,4.46,17776775
201072,01-10-2010,2940,7,5,8.4,54,18,0,1,3,35058229
201073,01-10-2010,2087,4,3,6.4,30,4.9,1,1,5.08,25681379
201074,01-03-2015,2342,5,2,6.9,28,14.3,1,0,6.25,30928502
201075,01-09-2023,1479,3,2,7.2,29,8.1,0,1,2.22,19407919
201076,01-08-2019,1017,3,2,6.1,20,10,1,0,6.44,13092854
201077,01-08-2019,1532,4,3,4.7,7,19.6,0,0,3.89,16900175
201078,01-12-2023,2844,7,6,5.4,13,16.7,1,0,3.98,32735357
201079,01-11-2018,1701,4,4,7.4,4,13,0,0,5.97,18288414
201080,01-05-2010,1950,3,3,9.1,24,5.8,1,0,8.67,25044726
201081,01-05-2019,2574,5,4,7.7,19,5.8,1,0,2.98,36811530
201082,01-11-2011,506,1,1,7.5,41,14.4,1,0,1.63,5545131
201083,01-09-2014,2407,4,4,6.6,32,6.8,0,0,3.49,26235486
201084,01-05-2010,2049,4,2,8,39,1,0,1,4.97,23963431
201085,01-04-2020,1746,3,3,5.5,56,17.8,0,1,3.71,17668156
201086,01-05-2020,1870,3,2,6.6,14,10.7,1,0,10.2,21062433
201087,01-04-2019,1588,3,3,5.1,21,15.6,1,1,4.48,16050364
201088,01-04-2013,2441,4,3,5.1,29,12.1,0,1,4.97,29339271
201089,01-12-2012,500,2,2,7.7,4,1,1,0,9.48,5365763
201090,01-08-2013,1304,2,2,5.3,16,7.6,0,0,1.85,14005888
201091,01-08-2015,1422,2,2,6.6,46,11.9,0,0,4.23,13931851
201092,01-02-2023,1330,2,2,9,32,1.9,1,0,4.17,19474091
201093,01-02-2012,2183,5,5,1,39,32,1,0,6.55,10235182
201094,01-01-2010,1130,2,1,6.2,11,17.2,1,1,2.32,12133383
201095,01-11-2018,863,1,1,7.7,24,15.3,1,1,0.5,10928810
201096,01-12-2016,2700,5,3,6.3,13,8.4,0,1,0.5,32700934
201097,01-01-2021,1096,3,2,6.9,9,11.4,1,0,5.59,15993145
201098,01-07-2016,1414,2,1,4.3,38,28.6,1,0,5.61,9964918
201099,01-01-2010,1759,4,5,7.4,32,9.1,1,1,6.44,19118607
201100,01-09-2015,586,1,1,6.8,39,3,1,1,4.65,5698144
201101,01-10-2021,2864,6,5,6.9,17,14.2,1,1,10.69,41081440
201102,01-03-2011,1647,3,2,4.7,5,13.7,0,0,6.29,18249080
201103,01-08-2012,1750,3,3,8.3,31,12.6,0,1,7.19,19019882
201104,01-07-2017,2328,5,5,5.3,32,16.6,0,1,1.52,24498085
201105,01-08-2013,1828,4,3,5.1,18,14.3,1,0,3.71,19735677
201106,01-02-2020,1646,6,5,6.9,22,10.1,0,0,3.75,21486685
201107,01-04-2012,1974,3,2,6.5,14,19.6,1,1,7.25,21146977
201108,01-10-2020,1038,2,2,9,6,12.4,0,0,1.25,16484483
201109,01-02-2011,1902,6,4,5.6,24,14.8,1,0,7.69,21098644
201110,01-03-2016,904,2,1,7.8,21,9.8,1,0,1,11424997
201111,01-03-2020,1343,2,2,6.2,6,17.2,0,1,4.37,16767402
201112,01-06-2019,2514,5,5,6.2,14,15.8,1,0,4.64,27282213
201113,01-07-2020,500,1,1,5.2,10,17.3,1,1,3.9,5524675
201114,01-12-2015,1828,4,3,6.3,29,7.1,1,0,7.17,21246421
201115,01-02-2017,1705,3,2,7.5,22,10.8,1,0,7.36,23376021
201116,01-04-2023,2200,4,4,7.2,4,6.6,1,0,2.74,32459917
201117,01-02-2020,2241,6,5,6.4,48,24.5,1,0,2.77,24267954
201118,01-12-2023,3098,6,5,7.3,19,11.3,1,0,4.3,44656814
201119,01-01-2018,788,2,2,4.3,19,22,1,1,3.52,7714616
201120,01-03-2022,1502,5,4,6.4,28,13.4,0,0,1.57,18925524
201121,01-10-2018,2280,3,3,8.5,28,2.8,1,1,6.9,31885114
201122,01-03-2018,1395,3,3,7.9,16,14,0,1,0.5,19417439
201123,01-06-2018,500,1,1,8.3,32,17.3,1,1,4.39,6620963
201124,01-08-2019,1159,2,2,4.9,17,20.3,0,0,6.27,13144006
201125,01-11-2019,1969,3,3,4.7,29,21.2,0,0,7.85,16223371
201126,01-10-2020,1812,3,3,4.6,20,13.2,1,0,5.72,20712026
201127,01-03-2018,2045,4,3,5.7,25,8.5,0,1,5.78,20327641
201128,01-11-2019,1441,3,3,6.5,22,8.8,1,0,3,17123534
201129,01-05-2013,1406,3,2,5.9,14,8.7,0,1,7.23,14695953
201130,01-07-2020,2084,4,3,6.9,45,4.5,1,1,4.82,23329167
201131,01-10-2011,1563,5,4,5.9,75,22.7,0,0,5.51,14577467
201132,01-04-2020,1630,3,3,6.3,25,8.1,0,1,6.4,20214643
201133,01-03-2020,1442,3,3,7.8,38,8.8,1,1,4.69,18544613
201134,01-07-2010,1212,2,2,7,21,10.3,1,1,2.82,14696858
201135,01-06-2021,1631,3,3,8.1,20,7.1,1,1,3.71,26140394
201136,01-09-2022,1452,2,2,7.3,62,8.9,0,1,7.6,14846402
201137,01-11-2011,2558,6,5,8,25,1,1,1,6.41,40340476
201138,01-02-2023,1916,4,3,6.6,24,15.4,1,1,8.25,26169046
201139,01-03-2018,1622,4,3,6.5,42,14.3,1,1,3.73,19591142
201140,01-06-2021,2121,4,3,5.6,13,18.4,0,0,3.43,21911344
201141,01-02-2010,2034,5,4,6.2,47,23.2,1,1,6.15,24084987
201142,01-09-2019,2443,5,4,8.7,33,12.4,1,0,4.47,35615726
201143,01-05-2018,1315,2,2,5.6,18,21.4,0,0,6.57,13992875
201144,01-02-2017,1303,4,3,9.4,18,1.3,0,1,5.24,17904368
201145,01-03-2014,1294,3,2,5.4,36,17.4,1,1,3.46,11480872
201146,01-11-2014,1055,3,2,6.5,19,14,1,0,4.29,10993022
201147,01-02-2010,1318,2,1,1,30,23.5,0,1,3.18,5298436
201148,01-08-2015,1252,2,1,7.8,6,1,0,1,1.18,16509386
201149,01-05-2020,2095,4,3,9,26,2.3,1,1,2.36,28793979
201150,01-05-2022,961,1,1,7.8,33,7.9,1,0,6.26,13249102
201151,01-01-2022,1292,3,4,3.8,43,8.3,1,1,3.6,9331764
201152,01-05-2013,1475,3,2,7.6,9,9.2,0,1,5.29,19861360
201153,01-04-2013,1583,4,3,7.9,12,11.4,1,0,4.4,19250021
201154,01-06-2022,2181,5,5,7.9,52,6.8,0,0,4.98,30894426
201155,01-12-2016,1470,4,3,7.2,25,19.2,1,0,3.7,18500746
201156,01-10-2011,1520,3,3,2,5,25.4,1,1,2.65,11466484
201157,01-05-2023,1434,4,3,6.3,18,12.5,1,0,4.28,20323064
201158,01-04-2011,2153,6,5,7.2,18,14.8,1,1,4.62,30175879
201159,01-05-2022,1798,4,3,8.5,5,7.8,0,0,4.15,32713204
201160,01-08-2015,1436,2,2,7.1,32,17.3,0,1,5.61,16246884
201161,01-08-2012,1214,3,3,8.1,14,1.6,0,0,4.18,17346603
201162,01-03-2010,2285,5,5,5.3,13,19.2,1,0,3.42,29538476
201163,01-07-2015,2001,5,4,7.6,9,1,1,1,3.87,29192594
201164,01-07-2010,2586,5,4,5.3,10,14.6,0,1,5.39,25539461
201165,01-03-2013,2424,5,4,7.7,16,4,1,1,6.69,34205762
201166,01-07-2014,1112,3,3,4.7,28,25.2,0,1,3.02,9027216
201167,01-02-2020,936,2,3,5.1,44,19.5,1,1,5.56,9295967
201168,01-10-2023,2636,6,4,7.4,3,8.4,1,0,7.6,37407424
201169,01-03-2011,1988,2,2,6.7,37,18.7,0,0,5.72,22563831
201170,01-02-2013,1564,3,2,5.1,26,13.4,1,0,2.99,12710275
201171,01-06-2018,1507,3,3,9.6,17,10.8,0,0,7.99,24173251
201172,01-12-2015,891,2,1,6.5,13,19.6,0,0,4.17,9389402
201173,01-05-2014,1421,3,3,7.4,31,8.3,0,0,2.65,18474997
201174,01-06-2012,2097,4,3,9.1,9,8.1,1,0,4.6,36169346
201175,01-09-2011,1097,3,2,7.4,8,16.6,1,0,7.98,11584047
201176,01-03-2013,1260,2,3,3.6,13,21.9,0,1,6.8,9988634
201177,01-08-2013,1788,4,3,3.8,17,21,0,0,6.36,16783871
201178,01-05-2011,2747,5,5,3.2,27,18.5,1,1,1.99,22466969
201179,01-07-2016,2279,5,4,5.2,30,14.9,0,1,2.78,23203095
201180,01-06-2016,1590,4,3,4.7,17,16.8,1,0,6.1,15216313
201181,01-08-2023,1208,3,3,7.4,30,12.7,0,1,3.51,15962896
201182,01-11-2017,1921,4,2,6.2,1,16.8,1,0,1.84,21605136
201183,01-11-2016,1720,3,3,9.6,5,1,1,1,3.97,29841363
201184,01-07-2017,1757,4,4,4.2,17,23.8,0,1,1.28,19699689
201185,01-09-2011,1850,3,2,4.3,29,25.6,1,0,5.8,15698338
201186,01-07-2023,2451,5,4,8,1,8.1,1,0,7.71,33565224
201187,01-07-2015,1666,3,3,8.8,4,1,0,0,2.72,30599249
201188,01-08-2013,1824,4,5,4.9,42,14.2,1,0,0.77,15299559
201189,01-04-2016,2714,6,4,7.2,16,10.7,0,0,5.46,28280759
201190,01-02-2014,500,2,1,5.9,17,14.5,0,0,4.94,5002541
201191,01-11-2019,1825,4,4,5.9,38,21.3,1,0,3.94,22433955
201192,01-03-2010,500,2,1,7.5,21,19.7,0,0,3.02,5216133
201193,01-04-2014,1769,3,3,7.8,36,15.6,1,0,4.46,21562871
201194,01-10-2021,1817,4,4,3.6,22,25.5,0,1,4.17,16423305
201195,01-08-2013,2069,4,4,6.3,22,9,0,1,3.41,26389563
201196,01-07-2018,1304,2,2,6.7,25,11.2,1,1,7.16,19247275
201197,01-04-2012,2702,6,4,7.1,14,6.8,1,1,3.71,32801961
201198,01-07-2022,955,2,2,7.2,43,4.6,1,0,2.43,10727097
201199,01-11-2022,1866,3,2,4.3,29,14.2,1,1,4.93,17605829
201200,01-11-2018,1031,1,2,7.6,6,5.6,0,0,2.81,17020376
201201,01-01-2020,2095,4,4,5.7,18,11,0,1,0.5,20551393
201202,01-07-2013,1772,2,1,3.5,34,23.2,1,1,4.54,14119485
201203,01-05-2023,1945,3,2,5.3,8,18.7,0,0,4.91,24275356
201204,01-04-2019,1608,3,2,4.4,9,8.4,1,0,0.5,18653277
201205,01-11-2022,2148,5,4,9.3,11,8,0,0,5.65,32676378
201206,01-03-2012,1425,3,4,5.1,26,11.5,1,0,6.48,14281744
201207,01-01-2011,2417,5,4,5.6,44,19.8,0,0,2.72,26365052
201208,01-07-2019,2541,5,4,7.7,14,1,1,1,2.93,38551561
201209,01-08-2021,1152,3,3,3,11,20.9,1,1,7.33,10404135
201210,01-06-2016,1577,2,2,6.6,15,16.3,0,1,0.5,16454180
201211,01-05-2019,591,2,2,6.8,5,2.9,1,0,4.2,7413151
201212,01-05-2014,500,1,2,4.2,29,16.4,1,1,5.83,4316758
201213,01-07-2019,1322,3,3,5.7,14,11.3,1,1,5.08,12148586
201214,01-09-2016,1786,4,3,10,9,12.2,0,0,3.51,29615040
201215,01-04-2021,2306,4,3,6.9,21,15.3,1,0,3.67,30390865
201216,01-07-2017,1678,4,3,7.9,24,8.4,0,1,6.61,22227590
201217,01-05-2018,1600,3,3,8.4,24,5.7,1,1,2.72,22116499
201218,01-03-2023,2365,6,4,6.1,36,15.1,1,0,1.94,31459884
201219,01-05-2020,2305,6,5,5.8,26,11.5,0,0,3.78,28032882
201220,01-01-2020,1738,5,4,8.7,15,7.9,0,1,4.72,24533150
201221,01-05-2019,2923,6,5,3,24,24.7,0,0,5.95,23742181
201222,01-09-2016,2679,5,4,9,10,3.7,0,1,5.54,47939564
201223,01-12-2014,698,1,1,10,21,7.2,1,0,5.49,11269220
201224,01-07-2016,1925,4,4,9.3,43,3.1,1,1,2.38,32870817
201225,01-05-2014,1992,4,3,5.2,20,20,0,1,2.54,21348406
